42.031411,2.825588
42.030297,2.828460
42.028595,2.826547
42.027295,2.823725
42.025843,2.821112
42.024041,2.818811
42.022017,2.816924
42.019812,2.815476
42.017485,2.814368
42.015078,2.813189
42.012974,2.811733
42.010972,2.810042
42.008685,2.808559
42.006292,2.807463
42.003982,2.806137
42.001824,2.804375
41.999852,2.802269
41.998091,2.800064
41.996396,2.797691
41.994776,2.795195
41.993199,2.792724
41.991599,2.790272
41.989786,2.787810
41.987934,2.785709
41.985972,2.783824
41.739454,2.642594
41.983819,2.782108
41.739677,2.644598
41.981620,2.780753
41.741390,2.645943
41.979350,2.779663
41.742038,2.648919
41.976950,2.778768
41.741968,2.651919
41.974522,2.778267
41.741442,2.654901
41.972041,2.778121
41.740817,2.657794
41.969616,2.778303
41.740289,2.660715
41.967249,2.778855
41.740061,2.663700
41.964892,2.779809
41.740225,2.666746
41.962611,2.781103
41.740820,2.669802
41.960406,2.782604
41.741702,2.672631
41.958188,2.783090
41.742657,2.675327
41.959745,2.783903
41.743633,2.678197
41.960809,2.786781
41.744555,2.680940
41.961797,2.789661
41.745383,2.683753
41.745920,2.686645
41.746267,2.689614
41.746535,2.692712
41.747032,2.695750
41.748006,2.698512
41.749353,2.700999
41.750333,2.703680
41.751392,2.706412
41.752967,2.708842
41.754818,2.710653
41.756657,2.712431
41.758243,2.714583
41.759587,2.717154
41.760633,2.719832
41.761589,2.722592
41.762543,2.725488
41.763649,2.728185
41.764939,2.730758
41.766378,2.733053
41.768013,2.735178
41.769840,2.737148
41.771831,2.738800
41.773887,2.740256
41.776024,2.741565
41.778178,2.742585
41.780298,2.743477
41.782410,2.744565
41.783569,2.747204
41.784971,2.749744
