41.255713,1.780863
41.255715,1.780934
41.255705,1.781002
41.255686,1.781054
41.255653,1.781126
41.255615,1.78118
41.255571,1.781227
41.255525,1.781271
41.255469,1.781302
41.255422,1.781322
41.255374,1.78134
41.255272,1.781365
41.255212,1.781404
41.255095,1.781555
41.254946,1.781733
41.254869,1.781849
41.254788,1.782034
41.254614,1.782411
41.254499,1.782625
41.254371,1.782786
41.254294,1.782872
41.254209,1.782937
41.254125,1.782982
41.25399,1.78304
41.253839,1.78309
41.253697,1.783137
41.253421,1.783224
41.253328,1.783235
41.25325,1.783226
41.253064,1.783209
41.252964,1.783196
41.252873,1.783204
41.252784,1.783233
41.252586,1.783264
41.252467,1.783297
41.252393,1.783304
41.252323,1.783337
41.252262,1.783394
41.252215,1.78347
41.252184,1.783565
41.252174,1.783667
41.252186,1.783768
41.252218,1.783862
41.25226,1.783928
41.252271,1.784092
41.252263,1.784165
41.252237,1.784253
41.252117,1.784713
41.252056,1.784942
41.251999,1.785084
41.251933,1.785181
41.251849,1.785243
41.251767,1.785283
41.251691,1.785293
41.251632,1.78528
41.251579,1.785261
41.251521,1.785225
41.251459,1.785175
41.251417,1.785118
41.251369,1.785043
41.251225,1.784787
41.250916,1.784282
41.250578,1.783786
41.250207,1.783394
41.250047,1.783214
41.249748,1.782859
41.249481,1.782578
41.249001,1.782074
41.248238,1.781297
41.247876,1.780922
41.247567,1.78058
41.247519,1.780527
41.247156,1.780115
41.24684,1.779746
41.246261,1.778997
41.24594,1.778548
41.245669,1.778146
41.245304,1.777577
41.244954,1.776982
41.244624,1.776383
41.244289,1.775726
41.244007,1.775133
41.243742,1.774526
41.243499,1.773936
41.243253,1.77328
41.242964,1.772414
41.242913,1.772251
41.242755,1.771727
41.24247,1.770504
41.242398,1.770194
41.242335,1.769893
41.242251,1.769456
41.242176,1.769006
41.242126,1.768601
41.242091,1.768241
41.242065,1.767861
41.242053,1.767537
41.242049,1.767137
41.242054,1.766823
41.242069,1.76646
41.242079,1.766302
41.242212,1.765048
41.242268,1.764671
41.242332,1.764348
41.242355,1.764268
41.242384,1.764188
41.24241,1.764127
41.242443,1.764056
41.242475,1.764003
41.24252,1.763938
41.242596,1.763857
41.242666,1.763821
41.242745,1.763793
41.242834,1.763774
41.242913,1.763782
41.242982,1.763805
41.243047,1.76384
41.24311,1.763887
41.243166,1.763942
41.243209,1.764019
41.243252,1.764098
41.243281,1.764185
41.243304,1.76428
41.243312,1.764386
41.243308,1.764487
41.243288,1.764592
41.243268,1.76466
41.24323,1.764756
41.243154,1.764875
41.243088,1.764958
41.242975,1.765069
41.242903,1.765121
41.24281,1.76517
41.242737,1.76519
41.24269,1.76519
41.242632,1.765146
41.242569,1.765094
41.242535,1.765058
41.242479,1.764944
41.24238,1.764705
41.241972,1.763748
41.241953,1.763706
41.241785,1.76331
41.241367,1.762339
41.241003,1.761483
41.240874,1.761182
41.24077,1.760994
